name,address,lat,lon,type,program
Lee Academy,"4 Winn Road,Lee,Maine 04455",45.3602326,-68.2864898,High School,"2-D Art and Design,3-D Art and Design,Art History,Biology,Biology,Calculus AB,Calculus AB,Calculus BC,Calculus BC,Chemistry,Chemistry,Computer Science A,Drawing,English Language and Composition,English Literature and Composition,Environmental Science,Environmental Science,Macroeconomics,Macroeconomics,Microeconomics,Physics 1,Physics 2,Physics B,Physics C: Electricity and Magnetism,Physics C: Mechanics,Psychology,Psychology,Statistics,Statistics,U.S. Government and Politics,U.S. Government and Politics,United States History"
Lewiston High School,"156 East Avenue,Lewiston,Maine 04240",44.0931592,-70.20180955,High School,"Biology,Calculus AB,Calculus BC,Calculus BC,Chemistry,Computer Science A,Computer Science A,Computer Science Principles,English Language and Composition,English Literature and Composition,European History,French Language and Culture,French Language and Culture,Music Theory,Psychology,Spanish Language and Culture,Statistics,Statistics,U.S. Government and Politics,United States History,United States History"
Lewiston Regional Technology Center,"156 East Avenue,Lewiston,Maine 04240",44.0931592,-70.20180955,CTE,"Automotive Technology,Business Academy,Carpentry/Building Construction,Cosmetology,Criminal Justice,Culinary Arts,Education/Development of Children Program,Electricity,EMT,Engineering & Architectural Design,Explorations in Career & Technical Education,Exploring Healthcare Professions,Firefighting,Food Travel and Tourism Management,Industrial Arts,Infromation Technology,Jobs for Maine Graduates,Mechanical & Manufacturing Engineering/Robotics,Medical Science,Multmedia Technology,Nursing Assistant,Plumbing,Precision Machining Technology,Sheet Metal & Welding,Trade Works"
Lincoln Academy,"81 Academy Hill,Newcastle,Maine 04553",44.03692704,-69.53938667,High School,"2-D Art and Design,3-D Art and Design,Biology,Calculus AB,Calculus BC,Chemistry,Computer Science A,Computer Science Principles,Drawing,English Language and Composition,English Literature and Composition,Environmental Science,European History,French Language and Culture,Macroeconomics,Music Theory,Physics C: Mechanics,Spanish Language and Culture,Statistics,United States History"
Lisbon High School,"2 Sugg Drive,Lisbon Falls,Maine 04252",44.003008,-70.070892,High School,"2-D Art and Design,3-D Art and Design,Biology,Biology,Calculus AB,Calculus AB,Calculus AB,Calculus BC,Calculus BC,Chemistry,Chemistry,Chemistry,Computer Science A,Drawing,English Language and Composition,English Language and Composition,English Literature and Composition,English Literature and Composition,English Literature and Composition,English Literature and Composition,Environmental Science,European History,European History,Music Theory,Psychology,Statistics,Statistics,U.S. Government and Politics,U.S. Government and Politics,United States History,United States History,United States History,World History: Modern,World History: Modern"
Machias Memorial High School,"1 Bulldog Lane,Machias,Maine 04654",44.7138419,-67.4691134,High School,"Biology,Calculus AB,Calculus AB,Calculus BC,English Language and Composition,English Literature and Composition,Psychology,Statistics,Statistics,U.S. Government and Politics,United States History,World History: Modern"
Madawaska Middle/High School,"135 Seventh Avenue,Madawaska,Maine 04756",47.3529312,-68.3253031,High School,"Calculus AB,English Language and Composition,English Literature and Composition,French Language and Culture,Physics 1,United States History"
Madison Jr/Sr High School,"486 Main Street,Madison,Maine 04950",44.8011103,-69.84800543,High School,"Art History,Biology,Biology,Biology,Calculus AB,Calculus BC,Chemistry,Computer Science A,Drawing,English Language and Composition,English Language and Composition,English Language and Composition,English Literature and Composition,English Literature and Composition,English Literature and Composition,Environmental Science,Environmental Science,Environmental Science,Music Theory,Physics 1,Physics 1,Physics B,Psychology,Psychology,Statistics,U.S. Government and Politics,United States History,United States History"
Maine Academy of Natural Sciences,"PO Box 158,Hinckley,Maine 04944",44.6856193,-69.6325485,High School,
Maine Arts Academy School,"310 Cony Road,Augusta,Maine 04330",44.29764915,-69.74626464,Charter,
Maine Central Institute,"295 Main Street,Pittsfield,Maine 04967",44.778292,-69.38631,High School,"2-D Art and Design,Biology,Calculus AB,Calculus BC,Calculus BC,Chemistry,Computer Science A,Computer Science A,Computer Science Principles,Drawing,English Language and Composition,English Literature and Composition,English Literature and Composition,Environmental Science,Environmental Science,European History,Human Geography,Macroeconomics,Physics 1,Physics 2,Physics B,Physics C: Electricity and Magnetism,Physics C: Mechanics,Precalculus,Psychology,Statistics,Statistics,U.S. Government and Politics,U.S. Government and Politics,United States History"
Maine Coast Semester at Chewonki,"485 Chewonki Neck Road,Wiscasset,Maine 04578",43.94572208,-69.71524391,High School,"Calculus AB,Calculus BC,United States History"
Maine Coast Waldorf School,"57 Desert Road,Freeport,Maine 04032",43.852652,-70.14382928,High School,
Maine Connections Academy,"8 Science Park Road Floor 3,Scarborough,Maine 04074",43.5909038,-70.3395776,Charter,"Art History,Biology,Calculus AB,Calculus BC,Computer Science A,Computer Science Principles,English Language and Composition,English Literature and Composition,Environmental Science,Human Geography,Macroeconomics,Microeconomics,Psychology,Spanish Language and Culture,Statistics,U.S. Government and Politics,United States History"
Region 10 Technical High School,"68 Church Road,Brunswick,Maine 04011",43.9084039,-69.99297506,CTE,"Cyber Security,Electrical Technology,Metal Fab & Welding,CNA,Auto Collision & Repair,Creative Digital Media,Culinary Arts,Building Trades,Automotive Technology,Outdoor Power Sports,Early Childhood Ed,EMT,General Trades,Pre-Apprenticeship,English,Foundations of Tech"
Maine Virtual Academy,"6 East Chestnut St.,Suite 230,Augusta,Maine 04330",44.31324,-69.76832,Charter,
MapleStone School,"PO Box 588,Acton,Maine 04001",43.534612,-70.909882,High School,
Maranacook Community High Sch,"2250 Millard Harrison Drive,Readfield,Maine 04355",44.3967533,-69.95374558,High School,"Biology,Biology,Biology,Calculus AB,Calculus BC,Calculus BC,Calculus BC,Comparative Government and Politics,English Language and Composition,English Language and Composition,English Literature and Composition,English Literature and Composition,German Language and Culture,Music Theory,Physics 1,Psychology,Spanish Language and Culture,Statistics,Statistics,United States History,World History: Modern"
Marshwood High School,"260 Dow Highway,South Berwick,Maine 03908",43.1995586,-70.79660624,High School,"2-D Art and Design,Art History,Art History,Biology,Biology,Calculus AB,Calculus BC,Calculus BC,Chemistry,Chemistry,Computer Science A,Computer Science A,Drawing,English Language and Composition,English Language and Composition,English Language and Composition,English Literature and Composition,Environmental Science,Environmental Science,Environmental Science,European History,French Language and Culture,Latin,Macroeconomics,Macroeconomics,Music Theory,Music Theory,Physics 1,Physics 1,Physics 2,Physics B,Psychology,Psychology,Spanish Language and Culture,Spanish Language and Culture,Statistics,U.S. Government and Politics,U.S. Government and Politics,United States History,United States History,United States History,World History: Modern,World History: Modern"
Massabesic High School,"88 West Road,Waterboro,Maine 04087",43.5352329,-70.72316094,High School,"Biology,Calculus AB,Calculus BC,Chemistry,Computer Science A,Computer Science A,Computer Science A,Computer Science Principles,Computer Science Principles,English Language and Composition,English Literature and Composition,English Literature and Composition,European History,Latin,Physics 1,Physics C: Mechanics,Psychology,Statistics,U.S. Government and Politics,U.S. Government and Politics,U.S. Government and Politics,United States History,United States History,World History: Modern"
Mattanawcook Academy,"33 Reed Drive,Lincoln,Maine 04457",45.3801329,-68.49375804,High School,"Biology,Calculus AB,Chemistry,Computer Science Principles,English Language and Composition,English Literature and Composition,Macroeconomics,Music Theory,Physics 1,Psychology,Statistics,United States History,World History: Modern"
ME Sch of Science & Mathematics,"95 High Street,Limestone,Maine 04750",46.9067187,-67.830104,High School,"Biology,Calculus AB,Calculus BC,Chemistry,English Language and Composition,English Literature and Composition,Environmental Science,European History,French Language and Culture,Physics B,Physics C: Electricity and Magnetism,Physics C: Mechanics,Psychology,Statistics,United States History"
ME Sp. Ed./M.H. Collaborative,"41 Pineland Dr Suite 200,New Gloucester,Maine 04260",43.963168,-70.282974,High School,
Medomak Valley High School,"320 Manktown Road,Waldoboro,Maine 04572",44.1246455,-69.3089953,High School,"2-D Art and Design,Art History,Biology,Biology,Calculus AB,Calculus AB,Calculus BC,Calculus BC,Chemistry,Computer Science A,English Language and Composition,English Language and Composition,English Literature and Composition,English Literature and Composition,Environmental Science,European History,French Language and Culture,French Language and Culture,Human Geography,Human Geography,Macroeconomics,Macroeconomics,Microeconomics,Microeconomics,Music Theory,Physics 1,Physics 1,Physics B,Physics C: Electricity and Magnetism,Physics C: Mechanics,Psychology,Psychology,Spanish Language and Culture,Statistics,Statistics,U.S. Government and Politics,U.S. Government and Politics,United States History,United States History,World History: Modern"
Messalonskee High School,"131 Messalonskee High Drive,Oakland,Maine 04963",44.5567584,-69.71689681,High School,"2-D Art and Design,3-D Art and Design,Art History,Biology,Calculus AB,Calculus BC,Chemistry,Computer Science A,Drawing,English Language and Composition,English Literature and Composition,European History,Statistics,United States History"
"Region 8,Mid-Coast School of Technology","One South Main Street,Rockland,ME 04841",44.104831,-69.1092025,CTE,"Automotive Collision Technology,Automotive Technology,Baking & Pastry,Carpentry,Certified Nursing Assistant,Composites Manufacturing,Culinary Arts,Design/Technology,EMT,Firefighting,Machine Tool,Marine Technology,Medical Science,Outdoor Leadership,Pre-Engineering,Small Engine & Diesel Technology,Welding & Metal Fabrication,Horticulture"
Mid-Maine Technical Center,"3 Brooklyn Avenue,Waterville,Maine 04901",44.5526972,-69.6442465,CTE,"Automotive Technology,Construction Technology,Culinary Arts,Criminal Justice,Early Childhood Education,Electrical Technology,Emergency Services,Information Technology,Mass Media Communications,Outdoor Leadership,Precision Machining,Pre-Nursing"
MMCFC - Memorial Ave,"5 Memorial Ave,Lewiston,Maine 04240",44.12735031,-70.20037339,High School,
